Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
"CC","Food Supply - Crops Primary Equivalent","1","Armenia","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","48.11","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","2","Afghanistan","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","24.74","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","2","Afghanistan","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","33.61","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","3","Albania","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","70.80","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","4","Algeria","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","40.93","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","4","Algeria","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","105.83","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","7","Angola","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","28.24","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","7","Angola","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","78.51","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","8","Antigua and Barbuda","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","153.85","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","9","Argentina","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","109.50","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","10","Australia","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","90.92","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","11","Austria","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","127.06","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","12","Bahamas","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","302.01","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","14","Barbados","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","86.14","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","16","Bangladesh","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","10.10","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","16","Bangladesh","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","23.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","17","Bermuda","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","190.48","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","19","Bolivia (Plurinational State of)","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","97.47","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","20","Botswana","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","64.39","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","21","Brazil","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","109.45","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","21","Brazil","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","108.22","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","23","Belize","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","242.90","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","23","Belize","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","206.59","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","25","Solomon Islands","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","38.83","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","26","Brunei Darussalam","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","72.29","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","27","Bulgaria","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","51.49","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","28","Myanmar","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","27.78","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","28","Myanmar","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2012","38.54","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","32","Cameroon","645","Food supply quantity (kg/capita/yr)","2919","Fruits - Excluding Wine","2000","76.72","Fc","Calculated data"
